request_id,amount_safe_to_pay,affordability_status,recommended_payment_method,payment_plan,earliest_date_for_full_payment,spending_changes_needed,decision_explanation
request_194,44802.85,affordable_later,wait,2025-10-13:132800.0,2025-10-13,none,"Wait until 2025-10-13, then pay INR 132,800.00 in full. Paying sooner would put the INR 113,600.00 minimum at risk."
request_195,989.95,not_affordable,not_recommended,none,,none,Do not make this payment. None of the available options keeps the EUR 700.00 minimum protected.
request_196,762.3,affordable_now,full_payment,2024-06-03:762.3,2024-06-03,none,Pay EUR 762.30 today. This leaves at least EUR 500.00 available.
request_197,29550069.66,not_affordable,not_recommended,none,,none,"Do not make this payment. None of the available options keeps the IDR 26,245,900.00 minimum protected."
request_198,185800.0,affordable_now,full_payment,2026-07-07:185800.0,2026-07-07,none,"Pay INR 185,800.00 today. This leaves at least INR 124,300.00 available."
request_199,8206986.67,affordable_with_plan,installments,2024-09-07:8206986.67|2024-10-08:8206986.67|2024-11-08:8206986.67,2024-11-08,none,"Use the installment plan. This keeps at least IDR 25,359,500.00 available throughout."
request_200,21717000.0,affordable_now,full_payment,2025-02-06:21717000.0,2025-02-06,none,"Pay IDR 21,717,000.00 today. This leaves at least IDR 20,114,600.00 available."
request_201,23997000.0,affordable_now,full_payment,2026-04-03:23997000.0,2026-04-03,none,"Pay IDR 23,997,000.00 today. This leaves at least IDR 17,304,500.00 available."
request_202,123900.0,affordable_now,full_payment,2024-12-05:123900.0,2024-12-05,none,"Pay INR 123,900.00 today. This leaves at least INR 147,800.00 available."
request_203,499.93,affordable_with_plan,installments,2025-05-10:499.93|2025-06-07:499.93|2025-07-05:499.93,2025-07-05,none,"Use the installment plan. This keeps at least EUR 1,400.00 available throughout."
request_204,588.74,affordable_now,full_payment,2026-01-04:588.74,2026-01-04,none,"Pay EUR 588.74 today. This leaves at least EUR 1,300.00 available."
request_205,10621000.0,affordable_now,full_payment,2024-03-06:10621000.0,2024-03-06,none,"Pay IDR 10,621,000.00 today. This leaves at least IDR 13,994,300.00 available."
request_206,486.96,affordable_with_plan,installments,2025-08-03:486.96|2025-08-31:486.96|2025-09-28:486.96,2025-09-28,none,Use the installment plan. This keeps at least EUR 900.00 available throughout.
request_207,5908.59,affordable_later,wait,2026-07-15:11830.0,2026-07-15,none,"Wait until 2026-07-15, then pay ZAR 11,830.00 in full. Paying sooner would put the ZAR 13,600.00 minimum at risk."
request_208,3606604.44,affordable_later,wait,2024-06-14:4413000.0,2024-06-14,none,"Wait until 2024-06-14, then pay IDR 4,413,000.00 in full. Paying sooner would put the IDR 10,470,700.00 minimum at risk."
request_209,2212.29,not_affordable,not_recommended,none,,none,"Do not make this payment. None of the available options keeps the ZAR 18,400.00 minimum protected."
request_210,1094.08,affordable_with_plan,partial_payment,2026-04-06:1094.08|2026-04-14:265.94,2026-04-14,none,"Pay USD 1,094.08 today and the remainder when funds allow. This keeps the USD 2,000.00 minimum protected."
request_211,308.57,affordable_later,wait,2024-10-14:1788.6,2024-10-14,none,"Wait until 2024-10-14, then pay EUR 1,788.60 in full. Paying sooner would put the EUR 1,500.00 minimum at risk."
request_212,9561082.92,not_affordable,not_recommended,none,,none,"Do not make this payment. None of the available options keeps the IDR 29,579,800.00 minimum protected."
request_213,1165.63,affordable_with_plan,installments,2026-01-21:1165.63|2026-02-20:1165.63|2026-03-22:1165.63,2026-03-22,none,"Use the installment plan. This keeps at least USD 2,100.00 available throughout."
request_214,66902.78,affordable_with_plan,partial_payment,2024-12-04:66902.78|2024-12-16:2847.22,2024-12-16,none,"Pay INR 66,902.78 today and the remainder when funds allow. This keeps the INR 174,900.00 minimum protected."
request_215,10395.15,affordable_with_plan,installments,2025-05-09:10395.15|2025-06-06:10395.15|2025-07-04:10395.15,2025-07-04,none,"Use the installment plan. This keeps at least ZAR 15,700.00 available throughout."
request_216,536.1,affordable_later,wait,2026-09-13:3332.4,2026-09-13,none,"Wait until 2026-09-13, then pay USD 3,332.40 in full. Paying sooner would put the USD 1,800.00 minimum at risk."
request_217,12889.07,affordable_with_plan,installments,2024-03-19:12889.07|2024-04-19:12889.07|2024-05-20:12889.07,2024-05-20,none,"Use the installment plan. This keeps at least ZAR 26,800.00 available throughout."
request_218,21195893.33,affordable_with_plan,installments,2025-08-07:21195893.33|2025-09-04:21195893.33|2025-10-02:21195893.33,2025-10-02,none,"Use the installment plan. This keeps at least IDR 34,477,200.00 available throughout."
request_219,0.0,not_affordable,not_recommended,none,,none,"Do not make this payment. None of the available options keeps the EUR 1,100.00 minimum protected."
request_220,198.53,not_affordable,not_recommended,none,,none,"Do not make this payment. None of the available options keeps the EUR 1,100.00 minimum protected."
request_221,46003.68,affordable_later,wait,2026-01-13:109800.0,2026-01-13,none,"Wait until 2026-01-13, then pay INR 109,800.00 in full. Paying sooner would put the INR 81,500.00 minimum at risk."
request_222,34078.0,affordable_now,full_payment,2026-01-05:34078.0,2026-01-05,none,"Pay ZAR 34,078.00 today. This leaves at least ZAR 27,300.00 available."
request_223,898.7,affordable_now,full_payment,2024-09-07:898.7,2024-09-07,none,Pay EUR 898.70 today. This leaves at least EUR 800.00 available.
request_224,5370040.0,affordable_with_plan,installments,2025-02-04:5370040.0|2025-03-04:5370040.0,2025-03-04,none,"Use the installment plan. This keeps at least IDR 22,187,600.00 available throughout."
request_225,7647120.0,affordable_with_plan,installments,2026-07-20:7647120.0|2026-08-19:7647120.0|2026-09-18:7647120.0,2026-09-18,none,"Use the installment plan. This keeps at least IDR 17,670,700.00 available throughout."
request_226,157000.0,affordable_now,full_payment,2024-12-03:157000.0,2024-12-03,none,"Pay INR 157,000.00 today. This leaves at least INR 209,400.00 available."
request_227,24164.49,not_affordable,not_recommended,none,,none,"Do not make this payment. None of the available options keeps the INR 62,900.00 minimum protected."
request_228,6089211.87,not_affordable,not_recommended,none,,none,"Do not make this payment. None of the available options keeps the IDR 26,191,200.00 minimum protected."
request_229,529.29,affordable_with_plan,installments,2024-03-18:529.29|2024-04-18:529.29|2024-05-19:529.29,2024-05-19,none,"Use the installment plan. This keeps at least EUR 1,000.00 available throughout."
request_230,3537.6,affordable_now,full_payment,2025-08-06:3537.6,2025-08-06,none,"Pay EUR 3,537.60 today. This leaves at least EUR 2,000.00 available."
request_231,12378.08,affordable_with_plan,installments,2026-01-06:12378.08|2026-02-05:12378.08|2026-03-07:12378.08,2026-03-07,none,"Use the installment plan. This keeps at least ZAR 24,300.00 available throughout."
request_232,966.57,affordable_later,wait,2024-08-13:1970.1,2024-08-13,none,"Wait until 2024-08-13, then pay EUR 1,970.10 in full. Paying sooner would put the EUR 2,400.00 minimum at risk."
request_233,0.0,not_affordable,not_recommended,none,,none,"Do not make this payment. None of the available options keeps the IDR 10,365,700.00 minimum protected."
request_234,235.61,affordable_later,wait,2026-08-14:1213.3,2026-08-14,none,"Wait until 2026-08-14, then pay EUR 1,213.30 in full. Paying sooner would put the EUR 700.00 minimum at risk."
request_235,967.2,affordable_now,full_payment,2024-09-06:967.2,2024-09-06,none,Pay USD 967.20 today. This leaves at least USD 700.00 available.
request_236,5925986.97,not_affordable,not_recommended,none,,none,"Do not make this payment. None of the available options keeps the IDR 16,768,600.00 minimum protected."
request_237,23826000.0,affordable_now,full_payment,2026-04-05:23826000.0,2026-04-05,none,"Pay IDR 23,826,000.00 today. This leaves at least IDR 22,431,500.00 available."
request_238,230.05,affordable_with_plan,installments,2024-12-07:230.05|2025-01-07:230.05|2025-02-07:230.05,2025-02-07,none,Use the installment plan. This keeps at least USD 700.00 available throughout.
request_239,427.99,not_affordable,not_recommended,none,,none,Do not make this payment. None of the available options keeps the USD 600.00 minimum protected.
request_240,17529.64,not_affordable,not_recommended,none,,none,"Do not make this payment. None of the available options keeps the INR 52,800.00 minimum protected."
request_241,21052000.0,not_affordable,not_recommended,none,,none,"Do not make this payment. None of the available options keeps the IDR 19,252,000.00 minimum protected."
request_242,0.0,not_affordable,not_recommended,none,,none,Do not make this payment. None of the available options keeps the EUR 600.00 minimum protected.
request_243,17468.0,affordable_now,full_payment,2026-07-07:17468.0,2026-07-07,none,"Pay ZAR 17,468.00 today. This leaves at least ZAR 19,900.00 available."
request_244,49918.0,affordable_now,full_payment,2024-06-04:49918.0,2024-06-04,none,"Pay ZAR 49,918.00 today. This leaves at least ZAR 45,900.00 available."
request_245,39193.25,affordable_later,wait,2025-12-14:128500.0,2025-12-14,none,"Wait until 2025-12-14, then pay INR 128,500.00 in full. Paying sooner would put the INR 94,600.00 minimum at risk."
request_246,22216.48,affordable_with_plan,installments,2026-04-03:22216.48|2026-05-03:22216.48|2026-06-02:22216.48,2026-06-02,none,"Use the installment plan. This keeps at least ZAR 39,300.00 available throughout."
request_247,1059.3,affordable_now,full_payment,2024-09-05:1059.3,2024-09-05,none,"Pay EUR 1,059.30 today. This leaves at least EUR 1,300.00 available."
request_248,1422.04,affordable_with_plan,partial_payment,2025-02-07:1422.04|2025-04-09:543.56,2025-04-09,none,"Pay USD 1,422.04 today and the remainder when funds allow. This keeps the USD 1,300.00 minimum protected."
request_249,142.52,affordable_later,wait,2026-03-15:643.2,2026-03-15,none,"Wait until 2026-03-15, then pay USD 643.20 in full. Paying sooner would put the USD 600.00 minimum at risk."
request_250,15800.98,not_affordable,not_recommended,none,,none,"Do not make this payment. None of the available options keeps the ZAR 35,300.00 minimum protected."
request_251,1513.6,not_affordable,not_recommended,none,,none,"Do not make this payment. None of the available options keeps the EUR 1,300.00 minimum protected."
request_252,4361219.51,affordable_later,wait,2026-09-13:28082000.0,2026-09-13,none,"Wait until 2026-09-13, then pay IDR 28,082,000.00 in full. Paying sooner would put the IDR 15,152,200.00 minimum at risk."
request_253,984.6,affordable_with_plan,installments,2024-03-21:984.6|2024-04-21:984.6|2024-05-22:984.6,2024-05-22,none,"Use the installment plan. This keeps at least EUR 2,300.00 available throughout."
request_254,1105.61,affordable_later,wait,2025-09-01:3535.2,2025-09-01,none,"Wait until 2025-09-01, then pay USD 3,535.20 in full. Paying sooner would put the USD 2,500.00 minimum at risk."
request_255,3345000.0,affordable_now,full_payment,2026-04-06:3345000.0,2026-04-06,none,"Pay IDR 3,345,000.00 today. This leaves at least IDR 9,813,900.00 available."
request_256,162179.0,not_affordable,not_recommended,none,,none,"Do not make this payment. None of the available options keeps the INR 168,600.00 minimum protected."
request_257,623.34,affordable_later,wait,2025-12-14:1352.4,2025-12-14,none,"Wait until 2025-12-14, then pay USD 1,352.40 in full. Paying sooner would put the USD 1,600.00 minimum at risk."
request_258,1113.6,affordable_now,full_payment,2026-01-07:1113.6,2026-01-07,none,"Pay USD 1,113.60 today. This leaves at least USD 500.00 available."
request_259,459.78,affordable_later,wait,2024-10-14:935.0,2024-10-14,none,"Wait until 2024-10-14, then pay EUR 935.00 in full. Paying sooner would put the EUR 600.00 minimum at risk."
request_260,10304898.98,not_affordable,not_recommended,none,,none,"Do not make this payment. None of the available options keeps the IDR 20,727,700.00 minimum protected."
request_261,1830.4,affordable_now,full_payment,2026-07-03:1830.4,2026-07-03,none,"Pay EUR 1,830.40 today. This leaves at least EUR 1,500.00 available."
request_262,9236000.0,affordable_now,full_payment,2024-12-05:9236000.0,2024-12-05,none,"Pay IDR 9,236,000.00 today. This leaves at least IDR 31,018,500.00 available."
request_263,7985.55,not_affordable,not_recommended,none,,none,"Do not make this payment. None of the available options keeps the ZAR 24,100.00 minimum protected."
request_264,29934.7,affordable_later,wait,2026-05-14:111300.0,2026-05-14,none,"Wait until 2026-05-14, then pay INR 111,300.00 in full. Paying sooner would put the INR 59,500.00 minimum at risk."
request_265,45970.0,affordable_now,full_payment,2024-03-06:45970.0,2024-03-06,none,"Pay INR 45,970.00 today. This leaves at least INR 189,700.00 available."
request_266,324.13,affordable_with_plan,installments,2025-08-03:324.13|2025-08-31:324.13|2025-09-28:324.13,2025-09-28,none,Use the installment plan. This keeps at least EUR 900.00 available throughout.
request_267,667.33,affordable_with_plan,installments,2026-01-08:667.33|2026-02-07:667.33|2026-03-09:667.33,2026-03-09,none,"Use the installment plan. This keeps at least EUR 1,500.00 available throughout."
request_268,841.22,affordable_with_plan,installments,2024-06-14:841.22|2024-07-15:841.22|2024-08-15:841.22,2024-08-15,none,"Use the installment plan. This keeps at least EUR 1,400.00 available throughout."
request_269,0.0,not_affordable,not_recommended,none,,none,"Do not make this payment. None of the available options keeps the ZAR 23,100.00 minimum protected."
request_270,184.37,not_affordable,not_recommended,none,,none,"Do not make this payment. None of the available options keeps the USD 1,400.00 minimum protected."
request_271,23245.65,affordable_later,wait,2024-11-03:91300.0,2024-11-03,none,"Wait until 2024-11-03, then pay INR 91,300.00 in full. Paying sooner would put the INR 58,200.00 minimum at risk."
request_272,4709466.67,affordable_with_plan,installments,2025-02-12:4709466.67|2025-03-12:4709466.67|2025-04-09:4709466.67,2025-04-09,none,"Use the installment plan. This keeps at least IDR 7,508,600.00 available throughout."
request_273,10771967.38,affordable_with_plan,partial_payment,2026-04-07:10771967.38|2026-04-14:5089032.62,2026-04-14,none,"Pay IDR 10,771,967.38 today and the remainder when funds allow. This keeps the IDR 18,774,600.00 minimum protected."
request_274,940.75,affordable_with_plan,installments,2024-12-04:940.75|2025-01-04:940.75|2025-02-04:940.75,2025-02-04,none,"Use the installment plan. This keeps at least EUR 1,800.00 available throughout."
request_275,4570998.9,affordable_later,wait,2025-07-14:15884000.0,2025-07-14,none,"Wait until 2025-07-14, then pay IDR 15,884,000.00 in full. Paying sooner would put the IDR 12,760,100.00 minimum at risk."
